Compound #,InChI Key,label,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO
411,JJIHLJJYMXLCOY-BYPYZUCNSA-N,N-Acetylserine,141417,378861,623009,148912,143130,127954,100641,236635,332252,269742,156420,127395,125122,134908,169296,196387,224698,198345,209778,168903,288504,206938,178826,326891,186817,183725,213679,143685,220331,451149,178944,166825,236462,208144,195538,102205,227229,181085,182956,209822,178980,210364,157448,206078,213779,128460,564473,273901,188676,217856,208836,269307,161676,256561,245614,184914,185422,211255,499033,206290,229353,356174,198253,198346,154647,128680,281874,796233,199517,134211,540762,245775,271423,419025,288365,318936,195867,174000,157610,252957
412,RHVVRMJOHATSPD-VKHMYHEASA-N,alpha-guanidinoglutaric acid,33751852,34249777,37759052,33166702,33181662,30334680,26243646,9783855,50526524,31964803,31938546,24669646,29489119,34274766,35919587,43174244,38060932,37622508,10512312,35183414,40269418,39836115,9194285,35391409,11069771,12649678,10117466,11354788,45614837,43775767,38700665,8543284,8443171,8680514,39335634,34145516,7260191,40341194,41196828,42683433,7884072,56163472,38177227,47062890,47864157,33529530,11788602,12273743,13028904,10959825,9803751,10955128,9378778,43784622,42036206,38400890,35738764,43510898,40288322,11018062,11708984,41130717,6421736,44390966,9579234,9041324,11238849,48587858,13322585,34172153,10118944,7962426,5709972,29022776,38967753,14581231,7761022,11140300,48967894,13876443
413,UPWPIFMHSFSVLE-UHFFFAOYSA-N,N-Cyclohexyl-2-benzothiazol-amine,23721982,11062091,9385593,9413466,12150541,32261580,27640694,12673094,10610652,19128418,9245137,21049160,18267750,18899688,11928462,9776902,17716066,17169338,10223825,15267881,19169404,7421999,12844224,22780084,2848476,2925986,3220261,3265024,3078920,3616076,2717101,2790424,2560202,4396274,3684671,2717094,3146676,2444291,2972146,3203536,2212270,3689024,3145336,4799218,3009784,3303970,3146038,2905233,3016415,2405085,1888138,3187072,1009714,1358235,3602961,2974656,2735014,1194843,2781846,2923004,3118873,2925103,3097077,3131612,2908834,26887084,4071997,3360734,3328862,3381303,3405658,3890325,4198881,2850652,2896181,3091403,3069430,3321828,3224089,3964718
414,SWGXDLRCJNEEGZ-UHFFFAOYSA-N,N-Cyclohexylformamide,2453465,5398269,5328100,4947576,4671648,1959392,2925995,4081833,5313892,4232892,5400796,3577846,3941412,3969845,4062257,5033428,4046129,3422309,4752341,4058581,4176012,5135598,4654859,3041268,4916955,4900968,5221139,4236360,3819387,5394052,4240452,4986136,4962816,5264883,4452453,4530390,4141382,4380711,5233847,4299222,3725363,4393457,5062611,4980609,4909032,5416930,4133758,4637292,5951242,4505302,3831288,4952114,4733878,3996059,4581010,4933559,4547802,4085294,5029502,4507408,4506742,4439890,6176180,4171408,3857133,3496920,4924717,5320399,4918074,4410086,5227600,4432438,6269931,5609906,4947646,4886018,4014352,5260266,5738918,5383514
415,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,N-Formyl-L-Methionine,178295,311433,68966,291453,287942,233278,156843,448993,604230,573672,353730,252988,243266,166864,374983,496125,529856,298040,377216,289865,380256,417056,296615,348363,301397,334316,394050,420662,487710,414810,301356,370142,418461,554203,477256,300549,484770,373741,409750,432302,297668,370671,361800,300998,322833,233438,470410,457417,336491,368823,357564,416471,449696,372990,595051,483501,465727,452904,527860,411436,442185,399862,352916,356359,323098,189647,358129,303815,419035,330340,310012,434796,373340,473683,478253,411852,404942,414429,307569,506158
416,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,Targinine,2003929,3059648,2779131,2874061,3259727,2392122,1753239,3056739,3436349,3061164,3087966,3796764,3162323,3779092,3741478,3047070,3439544,3202630,3499503,3193844,2988372,3736289,2838482,2725292,3686814,4234560,3524321,4312100,3206252,3598999,4615572,4870546,4295729,4304856,4577216,3421884,3428366,3700650,3963306,4111560,2014242,3631067,3284744,3424182,3336795,3408226,4438250,4176168,3726921,3731025,4541288,4276873,2677496,4793782,4371274,3763334,3714013,3529424,3685392,3435183,2990639,3090431,3275578,2995058,2413377,3714908,4299386,3869225,4100639,2913752,5513621,5039681,5877088,3547204,4707054,3835742,2985224,3763917,3413380,3625898
417,DFPAKSUCGFBDDF-UHFFFAOYSA-N,Nicotinamide ,712437568,802418048,688165504,899121536,955855296,728620096,568970176,1105764608,1173521024,883982848,959900672,1032945792,1177816576,957501760,1168813056,1082867584,1089084800,962534656,1092913792,1049067264,812166272,1044665216,976507200,840003968,891693888,926692160,922113600,1034608192,947901056,913265472,956105344,1080673792,14695890,25566506,1276766208,1088329216,992059008,1029634112,997914560,997801856,892728384,974510656,1025076736,16989784,952571200,574613376,1098938880,1313920768,938876032,946159232,1190705152,1229025536,1370057984,1402787840,1326693120,1093566592,1062693056,1210303616,1075811072,1206045056,1116298240,961975488,21779536,964106944,958437056,995191552,972231552,873893312,977825920,926942528,1134086656,967159168,26190624,1209494528,1112953216,1113341952,841713536,1033005888,960797056,1096693888
418,JLEBZPBDRKPWTD-TURQNECASA-O,Nicotinamide riboside cation,1731534,2024126,1769987,1978180,2310343,1475403,1152753,2699079,3645410,2140688,2449885,2682399,2207238,3155589,3581644,2735450,2922841,2413769,3049707,2499146,1898049,2470122,2480886,1719959,3000418,2637318,3047521,3636434,2982231,2941567,3219674,3798587,3588498,4536384,4276050,2716423,3055719,2698554,2736710,3336561,1695930,3233438,2577563,3233482,2594662,1594068,3016857,3924390,3209482,3219506,4461844,3705206,3470039,4557739,3880951,2848488,2696501,3512408,3319722,3582222,3097337,2725300,3998714,2789237,2327930,2221306,2888559,2466283,3354714,1905632,4971840,3374128,5573622,2702413,3877815,2894840,1682828,3212717,2336118,3419968
419,LCPYQJIKPJDLLB-UWVGGRQHSA-N,Leu-Leu,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,2891,147.9631348,1480,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,1778,147.9631348,147.9631348,147.9631348,1872,147.9631348,147.9631348,147.9631348,1990,9865,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,1896,1935,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,147.9631348,2956,2917,147.9631348,147.9631348,5005,147.9631348,147.9631348,147.9631348
420,GDFAOVXKHJXLEI-VKHMYHEASA-N,N-Methylalanine,19824776,36541396,45841332,18988592,21803846,18595068,15572069,29534304,29066712,18188680,16648248,12346564,15883551,17776810,19343320,19155946,25644138,25806952,20728478,18945744,37517756,30412428,23151560,33369810,22734422,26626540,25617092,21626496,26903198,39281660,18431980,16688744,21378212,24553378,21421280,12991628,30058220,20759144,20120602,21958724,27998770,31991728,26029038,34880784,30206062,18156246,48185324,34521788,30270958,29843040,24432980,27022994,27624392,27997482,27419768,16962764,21019850,25672584,34707732,22022926,28932484,44753900,37975964,29659468,23411626,25154476,36773320,61201744,27427100,18494734,38738128,23892342,27293276,29833526,21511626,42893696,21829040,21468670,27006976,27044912
421,XLBVNMSMFQMKEY-UHFFFAOYSA-N,N-Methylglutamic acid,12199,46731,36749,19350,18323,7381,19562,31360,34962,33613,89310,75698,69727,43304,105124,30544,25568,13707,31867,37083,19217,28053,23416,25892,17054,22417,55457,52492,33439,42931,34525,37690,96801,114168,98250,19421,12298,23624,34714,32964,18195,19271,17019,17302,30531,20888,98646,35161,28634,46229,101362,63414,66568,63750,148293,29526,33159,17065,60184,21733,24069,24087,20219,24966,16133,20571,35592,79443,23181,15455,64126,38190,48016,25912,55237,41446,31360,37334,16690,48583
422,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,Sarcosine,144177,319273,738155,163517,178030,126648,109589,217387,245286,170852,142560,150286,151227,107412,195827,215414,200285,202959,213056,166776,246112,224325,198209,238616,221530,183233,225788,164641,181511,328601,197552,103128,214082,244401,250771,154772,244316,214185,194836,178903,267069,279941,218551,292724,286995,147214,769257,339182,265184,243185,264438,289884,224416,231527,324396,244751,226106,255645,401556,244823,263982,436807,260412,268923,219849,151518,296236,1626897,254983,137259,305590,112461,147025,138970,247012,441846,223943,231975,193437,285757
423,CCAIIPMIAFGKSI-DMTCNVIQSA-N,N-Methylthreonine,55196,123990,205964,45998,54371,64474,47327,102494,119430,50903,90614,100287,69057,31949,91232,67603,59820,61743,46680,63987,47594,50559,46022,57446,39891,71572,81927,61754,79943,136163,45194,40052,43257,206113,124496,38691,56595,55406,72295,60321,61773,52184,41334,49493,43721,43692,138782,79892,63253,66724,56748,60808,186232,57225,138705,48452,53660,58457,76440,50102,51333,72552,52466,41592,42208,48692,62555,150717,64052,45468,35156,30716,36308,30331,48489,83474,49563,47015,51511,55813
424,BDJRBEYXGGNYIS-UHFFFAOYSA-N,Azelaic acid,632234,2227940,1659492,991251,811608,216119,232553,660978,623178,7556840,407998,570294,321857,290582,434815,327622,581682,514594,394210,339170,1317514,453532,469397,426953,444951,429696,5598199,1705116,1028641,942972,1237912,720640,449955,455090,453076,336264,390724,31666592,347374,370412,298130,4226106,3251834,908927,479528,856406,4694940,3240351,392054,572798,1360694,476802,431484,431908,1046781,887419,1294457,349827,2103837,751547,647429,773874,512513,1126374,678854,1066643,672857,444258,375102,503052,429131,427117,794926,667042,1048389,7147617,342985,1104379,580019,384838
425,FFUBXANSXRGVKW-UHFFFAOYSA-N,N-(tert-Butyl)benzenesulfonamide,3005782,351531,3442857,2403268,3943196,2661760,1759066,3398022,4708028,2660047,3830390,3020784,3401597,4096511,5371256,4264550,4789680,4565198,4026654,4294296,2812554,4551447,3067822,3109596,289010,235947,307511,336688,393557,4731085,5876709,4159220,4741666,7041551,8719936,5516802,4556816,4547328,303357,5228523,2591578,4936529,3150969,240097,4271580,2391898,5059906,390694,3919871,4045850,5640703,5872309,2591740,7101264,4572330,4069798,4353033,5905203,271573,290536,305390,3666040,116640,4086907,2791577,3708160,5188204,5561873,323953,2212490,340689,6344866,10961990,3374162,273450,528901,3339662,4835609,4446291,382525
426,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,Oleic acid,333763,380803,311800,177571,250509,659536,345741,602746,528779,341959,264456,653718,554117,427980,304822,343212,396962,454802,313789,400306,491292,461182,293374,364791,131684,191544,239535,182512,150325,321212,197986,186828,204868,231588,197107,121397,222951,330338,186452,179084,226990,191884,197477,149168,120482,101232,416544,179878,108583,78420,133474,192037,390620,243449,176050,200483,173465,127406,244513,137344,178859,200823,94216,139285,101712,367416,127821,458803,187449,186398,246668,266809,296348,628449,276299,294972,148241,250251,149728,323840
427,DCWXELXMIBXGTH-UHFFFAOYSA-N,Phosphotyrosine,25369,31204,36298,16247,18014,24680,16265,51457,70684,11947,74252,91959,31761,13202,64165,20999,41761,33313,32283,11658,37669,20233,21773,22163,23600,34372,45990,38838,55488,49884,26863,25785,126696,189768,64400,18905,23866,31173,27432,16979,44094,50997,15552,50133,49369,34623,64176,79323,80883,90707,41271,43642,42979,25358,76662,39582,44716,37688,52167,36968,16776,29632,15129,20083,8609,23242,33231,65107,26435,6267,18154,18186,16868,7130,25672,39596,21200,19773,23999,18623
428,PXQPEWDEAKTCGB-UHFFFAOYSA-N,Orotic acid,2057294,3917414,1953447,3042230,2660458,2450048,1180766,3884836,3693502,3367651,3230250,2747364,2751659,2807494,3593541,2758301,3083142,3114088,2772535,2096798,3260229,2924098,2921194,5220252,3899686,2952331,3368830,4424884,3680992,4621660,2109626,3228291,5608123,5610463,5458628,2415438,4390215,2656140,2345178,2936050,3104878,2540244,2324765,3874624,2899691,1978922,11129468,5321371,3762879,3634422,3839462,3982144,4467234,1407393,5836626,3326636,3036675,2514955,5057498,3488462,2942794,7150180,4621044,4303008,3653783,3356268,6121719,8590015,3478822,3518068,6449558,3162878,8545438,7580406,4145060,5933004,4014134,4028656,3932860,5555978
429,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,Orthanilic acid,196586,309034,87587,159429,148789,123874,92008,170025,253577,92227,320971,279063,252065,123416,401934,114552,108965,125846,154963,425842,150712,152851,208654,91789,162153,142687,246760,245625,264610,253955,347867,165686,102824,308130,337404,147017,261176,143895,306902,183702,225074,159889,368785,62254,395761,113054,69736,164907,70085,70348,216856,345794,158829,155119,339531,154109,136552,200677,207725,122128,250292,160872,102819,134412,100804,189591,91791,96491,178683,109116,170170,124332,116926,287809,347229,229028,166986,122270,184638,210860
430,YPZRWBKMTBYPTK-BJDJZHNGSA-N,Glutathione (oxidized),9390562,15770042,13207557,8858816,7928112,2964664,5172446,11332326,18197931,9894200,13363359,9375064,8772761,15707091,24202022,12212405,18657252,15714276,17555315,9679879,17727742,17950078,17785119,15412262,20017749,15557136,20945206,18101899,18674405,21052181,16454784,31803363,20291984,43015119,28915888,12040155,21095784,14897475,12454222,7716603,10371860,18665915,9010487,50138312,17673454,4784800,32199721,43464163,17206752,20808156,30302345,22499761,12990970,37294467,19215108,7806859,7087520,24903612,21394679,19320669,17052279,23257453,40648975,10227431,15047663,17074585,28374253,23331696,24040337,3538956,36000228,27399184,50311397,13917554,13943575,27278792,5719477,18817769,10055927,17786489
431,SNPLKNRPJHDVJA-UHFFFAOYSA-N,Dexpanthenol,28135,18630,17342,30648,26375,27536,31920,19219,19109,57236,27973,17613,16158,19590,59691,44515,39903,43955,19129,28327,17922,28750,20258,44730,35511,40446,41571,32442,19413,23646,24295,20226,870583,1139635,11519,18971,18437,16463,40858,15878,53261,19442,11228,2652146,30265,14812,28129,31218,50068,27709,19226,1000,32468,28237,51954,93921,61907,80880,50068,214548,12862,28905,634418,25808,36644,55660,23025,83479,35616,23549,24190,27550,936706,34603,13479,56465,108637,26586,23245,32652
432,GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenic acid,29846426,67614248,21572696,3230253,46854376,23900450,15071214,39660324,37981528,39565172,42329200,30581700,39942336,23446488,46328920,51936932,44388172,43193252,72211672,43368768,62985012,66728540,44685344,56115340,55008224,55042624,45085228,70404392,46000756,72616752,60654504,41562972,58631024,80772520,62120412,52559104,59662860,53750316,60807304,54460628,50757656,58662220,59803772,72977312,59984356,38180576,107869392,70033736,41873588,54775868,54743572,71283672,53719668,63518160,69308656,57278912,4295279,56497052,20771028,67721296,58385508,78684016,60407868,51138480,51561468,28207604,72631600,12858033,61210032,54545768,7816672,33416480,41999188,9842432,63279200,92748104,62655768,73710168,46709748,64276156
433,JLFNLZLINWHATN-UHFFFAOYSA-N,Pentaethylene glycol,240700,452964,413241,199267,238993,370423,354328,196104,192822,184128,255512,210283,195342,279233,183202,182422,244211,287391,359508,214447,423574,422177,323023,251346,452377,192584,318029,253869,357677,223663,345081,221795,13694433,22023240,243359,231044,258814,205682,167008,428437,394772,249558,158947,33552772,161841,488186,494680,466277,176775,361052,346642,278329,336501,511093,296044,316459,377574,354060,198974,496369,246825,261068,23759768,386342,263751,345805,374868,334437,193932,264729,349503,235917,14635413,467709,182381,273211,152756,344177,514184,339958
434,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,Perfluorononanoic acid,21693,93982,31931,14904,3277,111.462146,2697,5606,18443,202318,39025,6207,111.462146,20189,10762,3217,111.462146,2087,111.462146,15936,36408,18256,111.462146,111.462146,36533,13877,1123,111.462146,1418,7468,199819,10701,278704,10145,9808,1750,4396,1401,5057,5489,6479,37716,4105,114505,9352,1115,17390,33680,13185,37955,26492,16231,87344,25876,111.462146,3390,23392,25761,27850,57156,19772,73137,14175,2543,3649,3253,6321,263881,14854,1526,19833,5332,32226,29191,23846,21662,3262,5681,22708,111.462146
435,DTUQWGWMVIHBKE-UHFFFAOYSA-N,Phenylacetaldehyde,664560,929282,761049,941094,693698,585227,512794,1058640,1402573,563919,1163636,802090,889018,963647,1226279,997060,1105255,945768,967303,895089,712700,1106802,917980,772518,985950,963796,1230840,1150428,1129481,1244433,1224138,1161534,1685860,3661137,1401392,764402,1176235,874673,1532877,1441689,550987,932751,912351,1742789,992845,518541,1264430,1942127,825296,1007662,1448915,1151517,966289,1608870,1368180,1196990,760992,1514102,1281395,1159356,1000160,881605,1402851,608471,636175,532401,799110,970668,898631,673551,1144866,962306,2233816,1275094,1185129,1159016,574490,1014911,650090,1209862
436,UTYVDVLMYQPLQB-UHFFFAOYSA-N,Phenylacetylglycine,45302,66398,10715,61917,62967,42200,39242,85774,191745,162771,77098,52445,34422,47393,62363,142327,175742,57560,83293,70154,72569,76165,53932,89513,46076,44207,78481,60580,93710,72956,50842,72657,91431,53695,45184,43466,77035,44237,69210,77892,53412,66268,40122,42419,32294,35407,41016,97663,54496,98242,48399,65196,79658,85934,67621,102812,89054,106337,103837,79237,55464,52980,36243,48556,23093,24151,35171,60362,71426,37221,54137,134658,86566,139707,117100,57246,45337,47968,43945,70420
437,ODHCTXKNWHHXJC-VKHMYHEASA-N,L-Pyroglutamic acid,1552824,2029395,1604136,1857023,2668596,1109432,991104,1720608,2486835,2536326,1970424,2368157,2534076,1417104,4040108,2964956,3276334,2467257,4169052,2524671,2141470,2756808,1854257,1649743,1769114,2289314,2065970,3689520,2023644,2104455,2208277,1431395,3834884,5704332,4219178,3663856,2191779,3014365,3141992,1864154,1430532,2469328,1615022,2843376,1952647,1362115,2486408,2299431,1925384,1856278,2912020,3614164,2779266,2526166,4644782,2660678,2761886,3066726,2841203,3115453,1833744,1964261,2438778,1627187,1682678,1848856,2606776,2371354,2716922,939935,2184168,1525258,2623271,943022,3784592,3063794,2005884,3907698,1891188,3856842
438,MXXWOMGUGJBKIW-YPCIICBESA-N,Piperine,103605,58816,1000,1000,109459,244954,198650,53301,1000,114474,1000,130871,81610,131380,54339,34800,98388,83297,1000,49969,106814,1000,40728,202205,1000,1000,1000,1000,1000,1000,34125,1000,1000,1000,1000,1000,1000,25284,1000,1000,1000,1000,1000,1000,1000,1000,22883,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,23078,1000,1000,1000,1000,166529,1000,1000,56015,1000,41183,1000,1000,1000,1000,1000,1000,1000,1000,1000
439,CZWCKYRVOZZJNM-USOAJAOKSA-N,Dehydroisoandrosterone sulfate,230.8030762,230.8030762,230.8030762,230.8030762,3346,230.8030762,230.8030762,2460,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,3290,2551,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,3007,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,2464,4223,230.8030762,230.8030762,230.8030762,2308,230.8030762,230.8030762,230.8030762,5870,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,2406,230.8030762,230.8030762,3002,230.8030762,230.8030762,3082,230.8030762,230.8030762,230.8030762,4026,2870,230.8030762,230.8030762,230.8030762,230.8030762,10803,230.8030762,230.8030762,230.8030762,230.8030762,230.8030762,1005097,230.8030762,230.8030762
